,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,铁（Hg2599）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）
54,55,6,W08-2,st6-55,-0.1902,-0.0051,0.005,0.0065,-0.002,0.0327,0.0002,14.73,-0.0002,-0.0002,0.0024,0.1992474,0.25550000000000006,-0.406,-0.3889,-0.38,-0.0043,-0.0073,0.5154,0.6582,2.298,2.321,1.715,-0.0011,0.007,0.2802,-0.0022,0.0085,0.0574,-0.0205,-0.0011,1.725,2.897,2.756,0.0046,-0.0189,0.1536,0.2814,0.3129,-0.0033,0.0009,-0.0005,-0.0014
55,56,6,W08-3,st6-56,0.9204,-0.0046,0.0243,0.0266,0.0141,0.0406,0.0002,12.64,-0.0001,0.0002,0.0023,0.9512658,0.42174999999999996,0.1166,0.2195,0.2737,-0.0042,-0.0073,1.741,2.296,2.484,2.51,1.856,0.0021,0.0091,0.2868,0.0525,0.0547,0.3017,-0.0203,-0.001,1.247,2.092,1.996,0.0462,-0.0194,0.1209,0.2219,0.2483,0.0118,0.018,0.0027,0.0023
56,57,6,W08-4,st6-57,-0.1904,-0.0055,0.0008,0.0018,-0.0048,0.0083,0.0002,1.843,-0.0001,-0.0001,0.0007,0.36507870000000003,0.36575,-0.4672,-0.46,-0.4566,-0.0043,-0.0061,0.2339,0.2989,1.181,1.188,0.8792,0.001,0.0065,0.2169,0.0201,0.0201,0.0765,-0.0195,-0.0015,0.0857,0.1594,0.1532,-0.0033,-0.0192,0.0159,0.0306,0.0364,-0.0025,0.0012,-0.0005,0.0067
57,58,6,W08-5,st6-58,-0.1944,-0.0062,0.0471,0.0528,0.0263,0.0648,0.0002,23.84,-0.0002,-0.0003,0.0013,0.4987431000000001,0.5635000000000001,-0.4733,-0.4672,-0.4636,-0.0041,-0.0071,1.041,1.336,7.928,8.195,6.119,-0.001,0.0069,0.8384,-0.0031,0.0059,0.031,-0.0224,-0.0021,2.129,3.556,3.372,-0.0081,-0.0169,0.2189,0.4011,0.4473,-0.003,0.0018,0.0,-0.0029
58,59,6,W08-6,st6-59,-0.2023,-0.0054,0.0099,0.0121,0.0012,0.0086,0.0002,1.928,-0.0002,-0.0002,0.0015,0.8916164999999999,0.45885,-0.4738,-0.4674,-0.4644,-0.0045,-0.0064,0.2923,0.3718,3.097,3.128,2.313,0.0002,0.0067,0.3179,0.0008,0.0179,0.0488,-0.0228,-0.0022,0.0751,0.1356,0.1271,-0.0038,-0.0198,0.0213,0.0404,0.0491,-0.0016,0.0023,-0.0008,0.0024
59,60,6,W08-7,st6-60,-0.2174,-0.0052,0.0178,0.0197,0.0064,0.0588,0.0002,24.25,-0.0001,0.0,0.0015,0.4072392,0.49034999999999995,-0.4672,-0.4599,-0.4563,-0.0038,-0.0071,0.6781,0.8713,7.111,7.391,5.568,-0.0011,0.0065,0.7445,-0.0013,0.0165,0.0565,-0.0238,-0.0013,2.335,3.906,3.762,0.0064,-0.0208,0.2443,0.4492,0.4996,-0.0039,0.0006,-0.0007,-0.0019
60,61,6,W08-7-1,st6-61,-0.2174,-0.0047,0.001,0.0017,-0.0141,0.0157,0.0005,4.586,-0.0002,0.0001,0.0013,0.28107000000000004,0.4599,-0.4857,-0.4812,-0.4802,-0.0055,-0.0069,0.6481,0.5724,2.325,2.982,3.894,-0.0013,0.0057,0.1679,0.0098,0.0152,0.0093,-0.0243,-0.0054,0.6829,0.6893,0.9874,-0.0079,-0.0154,0.2032,0.3567,0.3972,-0.001,-0.0011,-0.001,-0.0038
61,62,6,W08-8,st6-62,-0.2168,-0.0059,0.008,0.0094,-0.0004,0.0182,0.0002,4.552,-0.0002,-0.0001,0.0011,0.5490234,0.76545,-0.4857,-0.4817,-0.4792,-0.0045,-0.0063,0.7152,0.9206,6.305,6.492,4.805,-0.001,0.0069,0.3174,-0.0027,0.0154,0.0491,-0.0227,-0.0019,0.7095,1.188,1.137,-0.0002,-0.0179,0.2167,0.3974,0.4406,-0.0039,-0.0002,-0.0007,0.0015
62,63,6,W08-8-1,st6-63,-0.2166,-0.0033,0.004,0.005,-0.0139,0.0492,0.0004,19.1,-0.0002,0.0001,0.002,0.49562010000000006,0.71085,-0.4499,-0.4386,-0.4607,-0.0053,-0.0079,0.3158,0.2787,2.171,2.767,3.585,-0.0004,0.0056,0.3974,0.0022,0.0104,0.0144,-0.0259,-0.0048,2.433,2.53,3.5,-0.0061,-0.0174,0.1782,0.3137,0.3521,-0.0007,-0.0006,-0.001,-0.0031
63,64,6,W08-9,st6-64,-0.2198,-0.0046,0.0131,0.015,0.0036,0.0304,0.0002,15.6,-0.0001,0.0001,0.0022,0.7082963999999999,0.5939500000000001,-0.4809,-0.476,-0.4731,-0.0041,-0.0064,1.041,1.349,6.836,6.991,5.314,-0.0012,0.0069,0.6958,-0.0027,0.0078,0.0526,-0.0226,-0.0013,1.715,2.876,2.78,-0.0023,-0.018,0.1524,0.2812,0.3143,-0.0038,0.0003,-0.0012,-0.002
64,65,6,W08-9-1,st6-65,-0.2089,-0.0039,0.0594,0.0589,-0.0105,0.0611,0.0005,15.16,-0.0003,-0.0001,0.0016,1.5602508,0.7714000000000002,-0.4849,-0.4803,-0.4801,-0.0052,-0.008,0.6042,0.5339,2.505,3.207,4.151,-0.0009,0.0053,0.1786,-0.0026,0.0212,0.0193,-0.0234,-0.0049,0.7246,0.732,1.046,-0.0053,-0.0168,0.4346,0.7642,0.8533,-0.0003,-0.0007,-0.001,-0.0013
65,66,6,W09-1,st6-66,-0.2125,-0.0048,0.0149,0.0167,0.0049,0.0228,0.0001,9.938,-0.0001,-0.0001,0.0017,0.5162319000000001,0.5841500000000001,-0.4364,-0.424,-0.4175,-0.0042,-0.0069,1.422,1.845,2.579,2.591,1.926,-0.001,0.0067,0.2428,0.0023,0.012,0.0696,-0.0228,-0.0025,1.332,2.232,2.144,-0.0032,-0.0179,0.0835,0.1533,0.1721,-0.0037,0.0001,-0.0007,0.0004
66,67,6,W09-2,st6-67,-0.2165,-0.0052,0.0144,0.0164,0.004,0.0112,0.0002,5.722,-0.0002,-0.0001,0.0015,0.7969896,0.9586500000000001,-0.4564,-0.4479,-0.4431,-0.0043,-0.0059,0.8711,1.121,1.589,1.606,1.182,-0.001,0.007,0.4183,0.017,0.0125,0.0643,-0.023,-0.0011,1.682,2.823,2.68,-0.0021,-0.0193,0.0549,0.1016,0.1143,-0.0038,-0.0001,-0.0008,-0.0023
67,68,6,W09-3,st6-68,1.202,-0.0037,0.0134,0.0145,0.0107,0.0289,0.0002,7.024,0.0001,0.0002,0.0025,1.2994803000000001,0.7077000000000001,0.8656,1.095,1.22,-0.0043,-0.0078,1.019,1.317,1.381,1.394,1.031,0.0074,0.0068,0.2743,0.0287,0.0286,0.1261,-0.0143,-0.0017,2.711,4.539,4.371,0.0997,-0.0193,0.0636,0.1181,0.132,0.0171,0.0237,0.0015,0.005
68,69,6,W09-4,st6-69,-0.216,-0.0048,0.0042,0.0051,-0.0028,0.0473,0.0002,13.32,0.0,0.0,0.0012,0.48187890000000005,0.5159,-0.4705,-0.4637,-0.4602,-0.0043,-0.0074,0.6493,0.8374,2.365,2.38,1.774,-0.0004,0.0065,0.2854,0.0742,0.0045,0.0623,-0.0256,-0.0005,1.476,2.481,2.398,-0.0083,-0.0188,0.1449,0.2677,0.2991,-0.0038,0.0003,-0.001,0.0006
69,70,6,W09-5,st6-70,-0.2196,-0.0051,0.0035,0.0045,-0.0034,0.0364,0.0002,13.16,-0.0001,-0.0001,0.0014,0.7217253000000001,0.7266000000000001,-0.4778,-0.4721,-0.4694,-0.0042,-0.0071,0.5432,0.6951,2.329,2.35,1.739,0.0226,0.0066,0.2891,0.046,0.0027,0.0527,-0.0237,0.0001,1.596,2.685,2.553,-0.0077,-0.0181,0.1422,0.261,0.2922,-0.0038,0.0002,-0.0009,-0.0018
70,71,6,W09-6,st6-71,-0.2194,-0.0052,0.0028,0.0034,-0.0039,0.0408,0.0002,14.21,-0.0002,-0.0002,0.0012,1.2445154999999999,0.51835,-0.4778,-0.4725,-0.4696,-0.0044,-0.0075,0.5457,0.6979,2.451,2.474,1.827,0.0009,0.007,0.2868,-0.0032,0.0023,0.0315,-0.023,-0.0015,1.671,2.796,2.667,-0.0018,-0.0182,0.1528,0.2802,0.3127,-0.0039,0.0001,-0.0008,-0.0044
71,72,6,W09-7,st6-72,0.4029,-0.0061,0.0244,0.027,0.0129,0.0182,0.0002,1.994,0.0,0.0001,0.0022,0.6386535,0.7080500000000001,-0.0556,0.0191,0.0587,-0.0044,-0.0071,0.8688,1.115,0.4957,0.5014,0.3628,0.0008,0.0068,0.0984,0.0051,0.0363,0.1735,-0.0177,-0.0019,0.5856,0.9881,0.9332,0.0366,-0.0184,0.0133,0.0257,0.0313,0.0047,0.0095,-0.0001,0.0042
72,73,6,W09-8,st6-73,-0.089,-0.0046,0.0492,0.0527,0.0278,0.0126,0.0002,1.188,-0.0001,0.0,0.0018,0.5499603000000001,0.6468,-0.3743,-0.3512,-0.3392,-0.0041,-0.0062,0.5704,0.7322,0.3163,0.3189,0.233,-0.0008,0.0069,0.0812,0.0066,0.021,0.0795,-0.0225,-0.0018,0.0998,0.1774,0.1691,0.0023,-0.0186,0.0088,0.0176,0.0207,-0.002,0.0018,-0.0006,-0.0012
73,74,6,W09-9,st6-74,0.3435,-0.0057,0.0262,0.0282,0.014,0.0192,0.0002,1.786,-0.0001,-0.0001,0.0025,0.537156,0.42314999999999997,-0.0928,-0.0235,0.0112,-0.0043,-0.0062,1.077,1.402,0.5279,0.5325,0.3884,0.0008,0.007,0.0933,0.0002,0.0295,0.1363,-0.0194,-0.0017,0.6443,1.086,1.039,0.0248,-0.0179,0.0128,0.0254,0.0294,0.0032,0.0078,0.0003,0.0046
74,75,6,W10-1,st6-75,-0.2182,-0.0054,0.0104,0.0129,0.0014,0.0261,0.0001,8.128,-0.0001,-0.0002,0.0024,1.470933,0.805,-0.4831,-0.4784,-0.4762,-0.0042,-0.0069,0.6091,0.7766,2.026,2.055,1.504,-0.0015,0.0069,0.4064,-0.0038,0.002,0.0289,-0.0279,-0.0012,2.055,3.459,3.256,-0.0025,-0.0169,0.0734,0.1347,0.1511,-0.0038,0.0,-0.0008,-0.0027
75,76,6,W10-2,st6-76,-0.2162,-0.0062,0.0143,0.0164,0.0039,0.0239,0.0002,7.839,-0.0001,-0.0001,0.0023,0.5758812000000001,0.5271,-0.4804,-0.4752,-0.4725,-0.0041,-0.0065,0.4195,0.5379,1.951,1.962,1.455,-0.001,0.0066,0.3463,-0.0034,0.0053,0.0343,-0.0215,-0.0011,2.015,3.384,3.253,-0.0036,-0.0177,0.0696,0.1289,0.1453,-0.0039,-0.0001,-0.001,-0.0015
76,77,6,W10-3,st6-77,-0.215,-0.0051,0.0103,0.012,0.0013,0.0247,0.0002,7.713,-0.0002,-0.0002,0.0018,0.3500883,0.3591,-0.4782,-0.4728,-0.4697,-0.0044,-0.0063,0.4319,0.5496,1.929,1.957,1.433,-0.0012,0.0064,0.3495,0.0011,0.016,0.042,-0.0192,-0.0011,2.029,3.404,3.214,-0.0093,-0.0173,0.0711,0.1304,0.1464,-0.0037,0.0,-0.0009,-0.0028
77,78,6,W10-4,st6-78,-0.2167,-0.0044,0.0298,0.0328,0.015,0.0392,0.0001,18.16,-0.0001,-0.0002,0.0012,0.3838167,0.40985,-0.4811,-0.4764,-0.4737,-0.0039,-0.0067,0.1693,0.2153,7.191,7.293,5.553,-0.0011,0.0074,0.7815,-0.0015,0.0146,0.0585,-0.0233,-0.002,0.4447,0.7562,0.7339,-0.0027,-0.0184,0.2198,0.4035,0.4524,-0.0038,0.0004,-0.0007,-0.0028
78,79,6,W10-5,st6-79,-0.2196,0.0014,0.0271,0.029,0.0123,0.0386,0.0002,17.3,-0.0002,-0.0006,0.0028,0.18956610000000002,0.182,-0.4824,-0.4773,-0.4736,-0.003,-0.0062,0.2571,0.3376,6.757,6.927,5.186,-0.0012,0.0092,0.778,-0.0055,0.132,0.7977,0.0114,0.0026,0.4056,0.6995,0.672,-0.0078,-0.0198,0.2035,0.3837,0.4257,-0.004,0.0004,-0.0007,-0.0034
79,80,6,W10-6,st6-80,-0.2179,-0.0048,0.0297,0.0328,0.0149,0.0387,0.0002,17.77,-0.0002,0.0,0.0015,0.2554614,0.51695,-0.4797,-0.4743,-0.4715,-0.0043,-0.0072,0.1992,0.2547,7.097,7.262,5.494,-0.0012,0.0069,0.7821,-0.0029,0.0107,0.0567,-0.0229,-0.0012,0.4432,0.7552,0.7277,-0.002,-0.0176,0.2181,0.4014,0.4484,-0.0038,0.0004,-0.0005,0.003
80,81,6,W10-7,st6-81,-0.216,-0.005,0.0117,0.013,0.0022,0.0228,0.0002,13.73,-0.0002,-0.0001,0.0011,0.5977422000000001,0.5334,-0.477,-0.4712,-0.4686,-0.0044,-0.0068,0.2955,0.3758,4.134,4.263,3.136,-0.0007,0.0073,0.5082,0.0116,0.0058,0.0605,-0.0226,-0.0005,0.8294,1.393,1.322,-0.0019,-0.018,0.1248,0.2303,0.2568,-0.004,0.0001,-0.0007,0.0064
81,82,6,W10-8,st6-82,-0.2124,-0.004,0.0124,0.0145,0.003,0.0222,0.0002,13.41,-0.0001,-0.0001,0.0019,0.29668500000000003,0.6709499999999999,-0.477,-0.4717,-0.4687,-0.0043,-0.0073,0.3778,0.4799,4.06,4.173,3.057,-0.0006,0.0066,0.5082,0.0381,0.0044,0.0684,-0.022,-0.0018,0.8423,1.415,1.335,-0.0054,-0.0175,0.1224,0.2249,0.2505,-0.0036,0.0003,-0.0006,0.02
82,83,6,W10-9,st6-83,-0.2173,-0.0047,0.0099,0.0121,0.0014,0.0234,0.0002,13.57,-0.0001,0.0,0.0015,0.7132932000000001,0.33425000000000005,-0.4803,-0.475,-0.4724,-0.0043,-0.0071,0.2675,0.3403,4.087,4.144,3.07,-0.0014,0.0072,0.4796,0.124,0.0191,0.0574,-0.0233,-0.0026,0.8133,1.377,1.315,-0.0027,-0.0174,0.1242,0.2286,0.2569,-0.0038,0.0003,-0.0008,0.0064
83,84,6,W11-1,st6-84,-0.2182,-0.0042,0.0062,0.0078,-0.0138,0.0255,0.0005,18.15,-0.0002,-0.0001,0.0013,0.212364,0.32795,-0.4863,-0.4817,-0.4805,-0.0048,-0.0098,0.6154,0.5402,1.315,1.632,2.094,-0.0004,0.0058,0.2744,0.044,0.014,0.0624,-0.0259,-0.0049,2.523,2.721,3.711,-0.0022,-0.0161,0.1072,0.1873,0.2106,-0.0006,-0.0009,-0.0013,-0.0041
84,85,6,W11-2,st6-85,-0.2133,-0.0037,0.0095,0.0113,-0.0136,0.0269,0.0004,17.98,-0.0002,0.0,0.0009,0.39412260000000005,0.5768,-0.4845,-0.4799,-0.4799,-0.0049,-0.0094,0.6829,0.5974,1.3,1.602,2.04,-0.0004,0.0055,0.2786,0.0008,0.0065,0.0185,-0.0239,-0.004,2.476,2.68,3.637,-0.0036,-0.0162,0.1078,0.1886,0.2115,-0.0004,-0.0008,-0.0008,0.0074
85,86,6,W11-3,st6-86,-0.2137,-0.0042,0.0109,0.0129,-0.0134,0.0269,0.0005,17.71,-0.0003,-0.0001,0.0006,1.3432023000000002,0.5656000000000002,-0.4823,-0.4771,-0.4785,-0.005,-0.0079,0.5651,0.4941,1.256,1.549,1.975,-0.0009,0.0058,0.2758,-0.0043,0.0027,0.0215,-0.0283,-0.0043,2.3,2.482,3.378,-0.004,-0.0168,0.1083,0.1903,0.2127,-0.0001,-0.0007,-0.0008,0.0032
86,87,6,W11-4,st6-87,-0.2118,-0.0026,0.0085,0.0108,-0.0134,0.046,0.0004,23.07,-0.0002,0.0001,0.0011,0.3432177,0.4536,-0.4693,-0.4615,-0.4713,-0.005,-0.0085,1.365,1.214,1.772,2.198,2.798,0.0004,0.0062,0.3004,0.0018,0.0077,0.0216,-0.0248,-0.0044,1.942,2.094,2.862,-0.0098,-0.0159,0.1257,0.2205,0.2496,-0.0004,-0.0008,-0.0011,0.0097
87,88,6,W11-5,st6-88,-0.2061,-0.0035,0.008,0.0096,-0.0134,0.0443,0.0005,22.99,-0.0002,-0.0001,0.0016,0.4675131,0.5222,-0.4505,-0.4391,-0.461,-0.0052,-0.0088,1.214,1.089,1.757,2.189,2.801,0.0006,0.0063,0.3061,0.0183,0.0165,0.0408,-0.0246,-0.0043,1.99,2.125,2.91,0.0006,-0.0166,0.1247,0.2188,0.2459,0.0001,-0.0004,-0.0011,0.007
88,89,6,W11-6,st6-89,-0.1989,-0.0033,0.0086,0.0106,-0.0133,0.0458,0.0004,23.02,-0.0002,0.0,0.0015,0.7217253000000001,0.4921,-0.4284,-0.4122,-0.4488,-0.0054,-0.0107,1.104,0.9934,1.747,2.175,2.769,0.0,0.0059,0.2892,0.0221,0.004,0.0248,-0.0235,-0.0047,1.988,2.13,2.911,0.0004,-0.0162,0.1276,0.2238,0.2525,-0.0001,-0.0005,-0.001,0.0005
89,90,6,W11-7,st6-90,-0.2181,-0.0041,0.0094,0.0117,-0.0135,0.0258,0.0004,33.57,-0.0003,-0.0002,0.0013,0.18519389999999997,0.43574999999999997,-0.4856,-0.4812,-0.4804,-0.0052,-0.0096,0.4886,0.4265,2.446,3.057,3.914,0.0012,0.0064,0.3096,-0.001,0.0123,0.0437,-0.0264,-0.0038,2.405,2.597,3.547,-0.0065,-0.0176,0.2149,0.3765,0.4267,-0.0006,-0.0006,-0.0012,0.0094
90,91,6,W11-8,st6-91,-0.219,-0.0041,0.0126,0.0141,-0.0135,0.027,0.0004,34.02,-0.0003,-0.0001,0.0014,0.20486879999999996,0.32409999999999994,-0.4858,-0.4812,-0.4804,-0.0049,-0.0094,0.3177,0.2782,2.461,3.073,3.907,-0.0006,0.0057,0.3007,0.0122,0.0042,0.021,-0.0264,-0.0049,2.477,2.656,3.616,-0.0008,-0.0159,0.2184,0.3841,0.4314,-0.0008,-0.0006,-0.0011,0.0015
91,92,6,W11-9,st6-92,-0.2157,-0.0014,0.0205,0.0224,-0.0127,0.0495,0.0005,47.55,-0.0002,0.0003,0.0024,1.2301497000000001,0.66605,-0.4623,-0.453,-0.4672,-0.005,-0.0106,1.309,1.175,4.684,6.027,7.897,0.0008,0.0068,0.7079,0.1406,0.0157,0.0412,-0.0264,-0.0038,3.091,3.3,4.507,-0.0052,-0.0183,0.372,0.6522,0.7358,-0.0005,-0.0002,-0.0012,0.0035
92,93,6,W12-1,st6-93,0.364,-0.004,0.0034,0.0035,-0.012,0.0257,0.0005,5.055,-0.0002,0.0001,0.0013,0.4700115,0.413,-0.0067,0.0922,-0.2134,-0.0055,-0.0071,0.5923,0.5244,0.4448,0.5549,0.7177,0.0037,0.0052,0.1151,0.0006,0.01,0.0417,-0.0238,-0.004,1.601,1.714,2.364,0.0248,-0.0168,0.0519,0.0931,0.1057,0.0116,0.0046,-0.0002,0.0092
93,94,6,W12-2,st6-94,0.3986,-0.0041,0.0031,0.003,-0.012,0.0263,0.0005,5.107,-0.0001,0.0001,0.0023,0.2620197,0.30029999999999996,0.0401,0.1445,-0.1908,-0.0053,-0.0074,0.5222,0.462,0.4523,0.5684,0.74,0.0037,0.0067,0.1157,-0.0028,0.0113,0.0436,-0.0212,-0.0044,1.641,1.719,2.386,0.022,-0.0181,0.0531,0.0948,0.1078,0.0121,0.0049,-0.0002,0.009
94,95,6,W12-3,st6-95,0.2876,-0.004,0.0031,0.0031,-0.0124,0.0244,0.0005,4.787,-0.0002,0.0001,0.0016,1.752003,0.81515,-0.0432,0.0448,-0.2352,-0.0053,-0.0078,0.521,0.4628,0.418,0.5288,0.6917,0.0031,0.0057,0.1126,0.0419,0.0033,0.0408,-0.0242,-0.0055,1.541,1.596,2.223,0.0211,-0.0163,0.0507,0.0911,0.1022,0.0099,0.004,-0.0006,0.0063
95,96,6,W12-4,st6-96,0.0712,-0.0026,0.0118,0.01,-0.0084,0.0362,0.0005,9.246,-0.0001,0.0001,0.0019,0.5321592,0.5145000000000001,0.7951,1.04,0.231,-0.0052,-0.0121,1.091,0.9759,0.8284,1.048,1.358,0.006,0.0057,0.1549,0.0069,0.0193,0.0916,-0.0201,-0.0038,0.5646,0.5681,0.8153,0.0663,-0.0199,0.0673,0.1201,0.1347,0.0076,0.0029,-0.0002,0.0106
96,97,6,W12-5,st6-97,0.1274,-0.0026,0.0112,0.0093,-0.0077,0.0394,0.0005,9.452,0.0,0.0002,0.002,0.41379750000000004,0.48230000000000006,0.9267,1.201,0.306,-0.0055,-0.0094,1.2,1.084,0.8435,1.063,1.376,0.006,0.0061,0.1596,0.0008,0.0295,0.11,-0.0163,-0.0046,0.6184,0.6351,0.9054,0.0774,-0.0198,0.0691,0.1229,0.1394,0.0102,0.004,-0.0001,0.0089
97,98,6,W12-6,st6-98,-0.1847,-0.0022,0.019,0.0196,-0.011,0.0248,0.0004,10.08,-0.0002,0.0001,0.0014,0.474696,0.5201,-0.0199,0.0725,-0.2198,-0.0052,-0.0136,0.5112,0.453,0.9379,1.175,1.499,0.0017,0.0058,0.1228,0.0007,0.0291,0.1114,-0.0224,-0.0055,0.0472,0.0488,0.0791,0.0225,-0.0188,0.0747,0.1346,0.1522,0.0008,-0.0004,-0.0015,0.0079
98,99,6,W12-7,st6-99,-0.1858,-0.0042,0.0026,0.004,-0.0141,0.0146,0.0004,7.627,-0.0003,-0.0002,0.0017,0.4047408,0.49455000000000005,-0.4579,-0.448,-0.4651,-0.0051,-0.0078,0.3848,0.3411,0.5308,0.667,0.8632,-0.0009,0.0058,0.1465,-0.003,0.0087,0.0116,-0.0266,-0.0047,1.766,1.862,2.571,-0.0058,-0.0159,0.0818,0.1454,0.164,0.0005,-0.0005,-0.0008,-0.0002
99,100,6,W12-8,st6-100,-0.1733,-0.0043,0.0056,0.0062,-0.0137,0.0142,0.0005,7.348,-0.0002,0.0,0.0018,0.3953718,0.4599,-0.451,-0.4398,-0.461,-0.0054,-0.0072,0.4369,0.388,0.5163,0.6511,0.8456,0.0012,0.0065,0.1517,0.0318,0.0086,0.0309,-0.0274,-0.0047,1.807,1.878,2.604,0.001,-0.0161,0.0792,0.1414,0.1586,0.0006,-0.0004,-0.0006,0.0054
100,101,6,W12-9,st6-101,-0.1763,-0.0036,0.0022,0.0032,-0.0139,0.0139,0.0005,6.998,-0.0002,0.0,0.0018,1.8138384000000003,0.9635499999999999,-0.4517,-0.4414,-0.4619,-0.0054,-0.0072,0.4864,0.4309,0.482,0.6143,0.8019,0.0001,0.0059,0.1467,0.0198,0.0163,0.0233,-0.0269,-0.0044,1.796,1.858,2.587,-0.0027,-0.0172,0.0775,0.1375,0.1549,0.0005,-0.0004,-0.0006,0.0099
101,102,6,W13-1,st6-102,-0.2002,-0.0045,0.0097,0.0101,-0.0133,0.0096,0.0005,3.498,-0.0002,0.0,0.0021,0.627723,0.6797,-0.43,-0.4156,-0.4494,-0.0052,-0.0087,0.1907,0.1717,0.3003,0.3849,0.5123,-0.001,0.0052,0.0252,0.0045,0.0623,0.2886,-0.0282,-0.0046,1.32,1.348,1.896,-0.0042,-0.0163,0.0229,0.0416,0.0483,-0.0006,-0.001,-0.0014,0.0023
102,103,6,W13-2,st6-103,-0.1488,-0.0043,0.0137,0.0141,-0.0129,0.0185,0.0005,5.106,-0.0002,0.0,0.002,0.5490234,0.5838,-0.3636,-0.3368,-0.4126,-0.0054,-0.0083,0.8585,0.7653,0.4076,0.5161,0.6765,0.0008,0.0056,0.0816,0.0275,0.019,0.0553,-0.0255,-0.0053,0.2486,0.2535,0.369,0.0072,-0.0162,0.0343,0.0619,0.0713,0.0016,0.0001,-0.001,0.0226
103,104,6,W13-3,st6-104,-0.1211,-0.0035,0.0072,0.0086,-0.013,0.0257,0.0005,8.175,-0.0002,0.0,0.0016,1.4228388,0.6706000000000002,-0.3338,-0.3005,-0.3964,-0.0051,-0.0094,1.258,1.157,0.5533,0.6985,0.911,0.0011,0.0057,0.0757,-0.0013,0.014,0.0423,-0.025,-0.0041,0.464,0.4767,0.6838,0.0118,-0.0176,0.0544,0.097,0.1103,0.0025,0.0005,-0.001,0.0014
104,105,6,W13-4,st6-105,-0.1462,-0.0049,-0.0029,-0.0025,-0.0139,0.0245,0.0004,8.799,-0.0002,0.0,0.0018,1.2326481,0.6202,-0.3634,-0.3355,-0.4125,-0.0054,-0.0076,0.3476,0.3079,0.6356,0.8027,1.044,0.0003,0.0051,0.1045,0.0103,0.0064,0.0165,-0.0252,-0.0046,1.354,1.407,1.963,-0.0003,-0.0176,0.0847,0.1503,0.1697,0.0016,0.0,-0.0009,0.0018
105,106,6,W13-5,st6-106,-0.2185,-0.004,0.0032,0.0048,-0.0137,0.0202,0.0004,12.5,-0.0003,0.0001,0.0011,0.7257852,0.71435,-0.4603,-0.4509,-0.4664,-0.0054,-0.0088,0.6769,0.5986,0.9222,1.163,1.502,-0.0007,0.0055,0.1438,0.0148,0.0081,0.026,-0.0263,-0.0047,1.323,1.367,1.911,-0.0095,-0.0174,0.1053,0.1867,0.2097,-0.0007,-0.001,-0.0012,0.0028
106,107,6,W13-6,st6-107,-0.2157,-0.0037,0.0058,0.0067,-0.0137,0.0191,0.0005,11.86,-0.0003,0.0,0.0011,1.2707487,0.76825,-0.4573,-0.4475,-0.4648,-0.0053,-0.0083,0.9016,0.7986,0.9123,1.152,1.491,-0.0005,0.0057,0.1409,0.0011,0.015,0.0302,-0.0257,-0.0042,1.03,1.048,1.481,-0.0084,-0.0165,0.0984,0.1735,0.1955,-0.0007,-0.0009,-0.0011,0.0081
107,108,6,W13-7,st6-108,-0.1843,-0.0038,0.0078,0.0088,-0.0134,0.0212,0.0005,10.23,-0.0002,0.0001,0.0013,0.43409700000000007,0.4672500000000001,-0.4431,-0.4309,-0.4567,-0.0051,-0.0091,0.9433,0.8388,0.7965,1.005,1.303,-0.0005,0.0064,0.131,0.0056,0.0173,0.0321,-0.0241,-0.0046,0.3966,0.4054,0.5832,-0.0009,-0.0169,0.0779,0.1382,0.1557,0.0004,-0.0005,-0.0009,0.0047
108,109,6,W13-8,st6-109,-0.2044,-0.0042,0.0067,0.0076,-0.0134,0.0138,0.0005,7.167,-0.0002,0.0001,0.0017,0.47250990000000004,0.5474,-0.4575,-0.4479,-0.465,-0.0054,-0.0076,0.8576,0.7625,0.752,0.9503,1.235,-0.0008,0.006,0.1229,0.0108,0.0196,0.0252,-0.0248,-0.0057,0.2551,0.2571,0.3752,-0.0018,-0.0154,0.0606,0.1074,0.1211,-0.0004,-0.0009,-0.001,-0.0015
109,110,6,W13-9,st6-110,-0.178,-0.0036,0.0084,0.0091,-0.0133,0.0205,0.0005,9.94,-0.0002,0.0,0.0018,1.1046051000000003,0.53375,-0.4319,-0.4171,-0.4507,-0.0052,-0.0097,0.9564,0.8496,0.7665,0.9695,1.261,0.0004,0.0059,0.1235,0.0268,0.0198,0.0534,-0.0253,-0.0053,0.4614,0.4681,0.6724,0.0,-0.0168,0.0756,0.1339,0.1513,0.0007,-0.0004,-0.001,0.0178
